line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
3769;loj;Lou;Lou language;;poz-aay;Admiralty Islands;;;;Latn;
3770;lok;Loko;Loko language;;dmn;Mande;;;;Latn;
3771;lol;Mongo;Mongo language;;bnt;Bantu;;;;Latn;
3772;lom;Looma;Looma language;;dmn;Mande;;;;;Loma
3773;lon;Malawi Lomwe;Malawi Lomwe language;;;;;;;
3774;loo;Lombo;Lombo language;;;;;;;
3775;lop;Lopa;Lopa language;;;;;;;
3776;loq;Lobala;Lobala language;;;;;;;
3777;lor;Téén;Téén language;;;;;;;
3778;los;Loniu;Loniu language;;poz-aay;Admiralty Islands;;;;;
3779;lot;Lotuko;Lotuko language;;sdv;Eastern Sudanic;;;;;
3780;lou;Louisiana Creole French;Louisiana Creole French language;;crp;creole or pidgin;;;;Latn;Louisiana Creole,Kréyol
3781;lov;Lopi;Lopi language;;;;;;;
3782;low;Tampias Lobu;Tampias Lobu language;;;;;;;
3783;lox;Loun;Loun language;;plf;Central Malayo-Polynesian;;;;;
3784;loz;Lozi;Lozi language;;bnt;Bantu;;;;Latn;
3785;lpa;Lelepa;Lelepa language;;poz-vnc;North-Central Vanuatu;;;;;
3786;lpe;Lepki;Lepki language;;;;;;;
3787;lpn;Long Phuri Naga;Long Phuri Naga language;;;;;;;
3788;lpo;Lipo;Lipo language;;tbq-lol;Loloish;;;;Plrd;Eastern Lisu
3789;lpx;Lopit;Lopit language;;sdv;Eastern Sudanic;;;;;
3790;lra;Rara Bakati';Rara Bakati' language;;;;;;;
3791;lrc;Northern Luri;Northern Luri language;;ira-wes;Western Iranian;;;;fa-Arab;
3792;lre;Laurentian;Laurentian language;;iro;Iroquoian;;;;Latn;St. Lawrence Iroquoian
3793;lrg;Laragia;Laragia language;;;;;;;
3794;lri;Marachi;Marachi language;;;;;;;
3795;lrk;Loarki;Loarki language;;;;;;;Gade Lohar
3796;lrl;Lari;Lari language;;ira-wes;Western Iranian;;;;fa-Arab;Achomi
3797;lrm;Marama;Marama language;;;;;;;
3798;lrn;Lorang;Lorang language;;;;;;;
3799;lro;Laro;Laro language;;;;;;;
3800;lrr;Southern Lorung;Southern Lorung language;;;;;;;Yamphe,Southern Yamphe,Yamphu,Southern Yamphu
3801;lrt;Larantuka Malay;Larantuka Malay language;;poz-mly;Malayic;;;;Latn;
3802;lrv;Larevat;Larevat language;;poz-vnc;North-Central Vanuatu;;;;;
3803;lrz;Lemerig;Lemerig language;;poz-vnc;North-Central Vanuatu;;;;;
3804;lsa;Lasgerdi;Lasgerdi language;;ira;Iranian;;;;;
3805;lsd;Lishana Deni;Lishana Deni language;;sem-ara;Aramaic;;;;Hebr;Betanure Jewish Neo-Aramaic
3806;lse;Lusengo;Lusengo language;;;;;;;
3807;lsg;Lyons Sign Language;Lyons Sign Language;;sgn;sign;;;;;
3808;lsh;Lish;Lish language;;;;;;;
3809;lsi;Lashi;Lashi language;;tbq-brm;Burmish;;;;;Lacid,Lachik,Leqi
3810;lsl;Latvian Sign Language;Latvian Sign Language;;sgn;sign;;;;;
3811;lsm;Saamia;Saamia language;;;;;;;
3812;lso;Laos Sign Language;Laos Sign Language;;sgn;sign;;;;;Laotian Sign Language
3813;lsp;Panamanian Sign Language;Panamanian Sign Language;;sgn;sign;;;;;
3814;lsr;Aruop;Aruop language;;qfa-tor;Torricelli;;;;;Srenge,Sreengge,Lawu
3815;lss;Lasi;Lasi language;;inc;Indo-Aryan;;;;Arab;
3816;lst;Trinidad and Tobago Sign Language;Trinidad and Tobago Sign Language;;sgn;sign;;;;;
3817;lsy;Mauritian Sign Language;Mauritian Sign Language;;sgn;sign;;;;;
3818;lt;Lithuanian;Lithuanian language;;bat;Baltic;;autodetect;;Latn;
3819;ltc;Middle Chinese;Middle Chinese language;;zhx;Sinitic;;;;Hani;Late Middle Chinese,Early Middle Chinese
3820;ltg;Latgalian;Latgalian language;;bat;Baltic;;;;Latn;
3821;lti;Leti (Indonesia);Leti (Indonesia) language;;plf;Central Malayo-Polynesian;;;;Latn;Leti
3822;ltn;Latundê;Latundê language;;sai-nmk;Nambikwaran;;;;Latn;
3823;lto;Olutsotso;Olutsotso language;;;;;;;
3824;lts;Lutachoni;Lutachoni language;;;;;;;
3825;ltu;Latu;Latu language;;;;;;;
3826;lu;Luba-Katanga;Luba-Katanga language;;bnt;Bantu;;;;Latn;
3827;lua;Tshiluba;Tshiluba language;;bnt;Bantu;;;;Latn;
3828;luc;Aringa;Aringa language;;csu;Central Sudanic;;;;;
3829;lud;Ludian;Ludian language;;fiu-fin;Finnic;;;;Latn;Ludic,Lude
3830;lue;Luvale;Luvale language;;bnt;Bantu;;;;Latn;
3831;luf;Laua;Laua language;;;;;;;
3832;lui;Luiseño;Luiseño language;;azc-cup;Cupan;;autodetect;;Latn;Luiseno,Juaneño,Juaneno
3833;luj;Luna;Luna language;;;;;;;
3834;luk;Lunanakha;Lunanakha language;;;;;;;
3835;lul;Olu'bo;Olu'bo language;;;;;;;
3836;lum;Luimbi;Luimbi language;;;;;;;
3837;lun;Lunda;Lunda language;;bnt;Bantu;;;;Latn;
3838;luo;Luo;Luo language;;sdv;Eastern Sudanic;;;;Latn;Dholuo
3839;lup;Lumbu;Lumbu language;;;;;;;
3840;luq;Lucumi;Lucumi language;;;;;;;
3841;lur;Laura;Laura language;;;;;;;
3842;lus;Mizo;Mizo language;;tbq-kuk;Kukish;;;;Latn;Lushai,Lushei
3843;lut;Lushootseed;Lushootseed language;;sal;Salishan;;;;Latn;
3844;luu;Lumba-Yakkha;Lumba-Yakkha language;;;;;;;
3845;luv;Luwati;Luwati language;;;;;;;
3846;luy;Luhya;Luhya language;;bnt;Bantu;;;;Latn;
3847;luz;Southern Luri;Southern Luri language;;ira-wes;Western Iranian;;;;fa-Arab;
3848;lv;Latvian;Latvian language;;bat;Baltic;;autodetect;;Latn;Lettish,Lett
3849;lva;Maku'a;Maku'a language;;;;;;;
3850;lvk;Lavukaleve;Lavukaleve language;;paa;Papuan;;;;Latn;
3851;lvu;Levuka;Levuka language;;;;;;;
3852;lwa;Lwalu;Lwalu language;;;;;;;
3853;lwe;Lewo Eleng;Lewo Eleng language;;;;;;;
3854;lwg;Oluwanga;Oluwanga language;;;;;;;
3855;lwh;White Lachi;White Lachi language;;;;;;;
3856;lwl;Eastern Lawa;Eastern Lawa language;;aav;Austro-Asiatic;;;;Thai,Latn;
3857;lwm;Laomian;Laomian language;;tbq-lol;Loloish;;;;;
3858;lwo;Luwo;Luwo language;;sdv;Eastern Sudanic;;;;Latn;Jur,Giur
3859;lwt;Lewotobi;Lewotobi language;;;;;;;
3860;lwu;Lawu;Lawu language;;;;;;;
3861;lww;Lewo;Lewo language;;poz-vnc;North-Central Vanuatu;;;;;
3862;lya;Layakha;Layakha language;;;;;;;
3863;lyg;Lyngngam;Lyngngam language;;aav;Austro-Asiatic;;;;;
3864;lyn;Luyana;Luyana language;;;;;;;
3865;lzh;Literary Chinese;Literary Chinese language;;zhx;Sinitic;;;;Hani;
3866;lzl;Litzlitz;Litzlitz language;;poz-vnc;North-Central Vanuatu;;;;;
3867;lzn;Leinong Naga;Leinong Naga language;;;;;;;
3868;lzz;Laz;Laz language;;ccs-zan;Zan;;autodetect;;Geor,Latn;
3869;maa;San Jerónimo Tecóatl Mazatec;San Jerónimo Tecóatl Mazatec language;;omq-maz;Mazatecan;;;;Latn;
3870;mab;Yutanduchi Mixtec;Yutanduchi Mixtec language;;omq-mix;Mixtecan;;;;Latn;
3871;mad;Madurese;Madurese language;;poz-msa;Malayo-Sumbawan;;;;Latn;
3872;mae;Bo-Rukul;Bo-Rukul language;;;;;;;
3873;maf;Mafa;Mafa language;;;;;;;
3874;mag;Magahi;Magahi language;;inc;Indo-Aryan;;;;;
3875;mai;Maithili;Maithili language;;inc;Indo-Aryan;;;;Tirh,Kthi,Deva;
3876;maj;Jalapa De Díaz Mazatec;Jalapa De Díaz Mazatec language;;omq-maz;Mazatecan;;;;Latn;
3877;mak;Makasar;Makasar language;;poz-ssw;South Sulawesi;;;;Latn;
3878;mam;Mam;Mam language;;;;;;;
3879;man;Mandingo;Mandingo language;;;;;;;
3880;map-ata-pro;Proto-Atayalic;Proto-Atayalic language;reconstructed;map-ata;Atayalic;;;exceptional;Latinx;
3881;map-bms;Banyumasan;Banyumasan language;;map;Austronesian;;;exceptional;Latn;
3882;map-pro;Proto-Austronesian;Proto-Austronesian language;reconstructed;map;Austronesian;;;exceptional;Latinx;
3883;maq;Chiquihuitlán Mazatec;Chiquihuitlán Mazatec language;;omq-maz;Mazatecan;;;;Latn;
3884;mas;Maasai;Maasai language;;sdv;Eastern Sudanic;;;;Latn;
3885;mat;Matlatzinca;Matlatzinca language;;omq;Oto-Manguean;;;;Latn;San Francisco Matlatzinca,San Francisco Oxtotilpa Matlatzinca
3886;mau;Huautla Mazatec;Huautla Mazatec language;;omq-maz;Mazatecan;;;;Latn;
3887;mav;Sateré-Mawé;Sateré-Mawé language;;tup;Tupian;;;;Latn;
3888;maw;Mampruli;Mampruli language;;nic-gur;Gur;;;;Latn;
3889;max;North Moluccan Malay;North Moluccan Malay language;;;;;;;
3890;maz;Central Mazahua;Central Mazahua language;;;;;;;
3891;mba;Higaonon;Higaonon language;;poz-hce;Halmahera-Cenderawasih;;;;;
3892;mbb;Western Bukidnon Manobo;Western Bukidnon Manobo language;;;;;;;
3893;mbc;Macushi;Macushi language;;sai-car;Cariban;;;;Latn;Makushi,Makusi,Makuxi,Macusi,Macussi,Teweya
3894;mbd;Dibabawon Manobo;Dibabawon Manobo language;;;;;;;
3895;mbe;Molale;Molale language;;;;;;;
3896;mbf;Baba Malay;Baba Malay language;;;;;;;
3897;mbh;Mangseng;Mangseng language;;poz-ocw;Western Oceanic;;;;;
3898;mbi;Ilianen Manobo;Ilianen Manobo language;;;;;;;
3899;mbj;Nadëb;Nadëb language;;;;;;;
3900;mbk;Malol;Malol language;;poz-ocw;Western Oceanic;;;;;
3901;mbl;Maxakalí;Maxakalí language;;;;;;;
3902;mbm;Ombamba;Ombamba language;;;;;;;
3903;mbn;Macaguán;Macaguán language;;sai-guh;Guahiban;;;;Latn;
3904;mbo;Mbo (Cameroon);Mbo (Cameroon) language;;bnt;Bantu;;;;;Mbo
3905;mbp;Wiwa;Wiwa language;;;;;;Latn;Damana,Malayo
3906;mbq;Maisin;Maisin language;;;;;;;
3907;mbr;Nukak Makú;Nukak Makú language;;;;;;;
3908;mbs;Sarangani Manobo;Sarangani Manobo language;;;;;;;
3909;mbt;Matigsalug Manobo;Matigsalug Manobo language;;;;;;;
3910;mbu;Mbula-Bwazza;Mbula-Bwazza language;;;;;;;
3911;mbv;Mbulungish;Mbulungish language;;alv-sng;Senegambian;;;;Latn;
3912;mbw;Maring;Maring language;;;;;;;
3913;mbx;Sepik Mari;Sepik Mari language;;paa-spk;Sepik;;;;;Mari (East Sepik Province)
3914;mby;Memoni;Memoni language;;;;;;;
3915;mbz;Amoltepec Mixtec;Amoltepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
3916;mca;Maca;Maca language;;sai-mtc;Matacoan;;;;Latn;
3917;mcb;Machiguenga;Machiguenga language;;awd;Arawakan;;;;Latn;
3918;mcc;Bitur;Bitur language;;;;;;;
3919;mcd;Sharanahua;Sharanahua language;;sai-pan;Panoan;;;;Latn;
3920;mce;Itundujia Mixtec;Itundujia Mixtec language;;omq-mix;Mixtecan;;;;Latn;
3921;mcf;Matsés;Matsés language;;sai-pan;Panoan;;;;Latn;
3922;mcg;Mapoyo;Mapoyo language;;sai-car;Cariban;;;;Latn;
3923;mch;Maquiritari;Maquiritari language;;sai-car;Cariban;;;;Latn;Makiritare,Ye'kwana,Ye'kuana,Yekuana,De'kwana,So'to,Maiongong
3924;mci;Mese;Mese language;;;;;;;
3925;mcj;Mvanip;Mvanip language;;nic-bod;Bantoid;;;;Latn;
3926;mck;Mbunda;Mbunda language;;bnt;Bantu;;;;Latn;
3927;mcl;Macaguaje;Macaguaje language;;sai-tuc;Tucanoan;;;;Latn;
3928;mcm;Kristang;Kristang language;;crp;creole or pidgin;;;;Latn;Malacca Creole Portuguese,Malaccan Creole Portuguese
3929;mcn;Masana;Masana language;;cdc-mas;Masa;;;;;Massa,Masa
3930;mco;Coatlán Mixe;Coatlán Mixe language;;nai-miz;Mixe-Zoquean;;;;Latn;
3931;mcp;Makaa;Makaa language;;;;;;;
3932;mcq;Ese;Ese language;;;;;;;
3933;mcr;Menya;Menya language;;;;;;;
3934;mcs;Mambai;Mambai language;;;;;;;
3935;mct;Mengisa;Mengisa language;;;;;;;
3936;mcu;Cameroon Mambila;Cameroon Mambila language;;nic-bod;Bantoid;;;;Latn;
3937;mcv;Minanibai;Minanibai language;;;;;;;
3938;mcw;Mahwa;Mahwa language;;cdc-est;East Chadic;;;;Latn;Mawa (Chad),Mawa
3939;mcx;Mpiemo;Mpiemo language;;;;;;;
3940;mcy;South Watut;South Watut language;;poz-ocw;Western Oceanic;;;;;
3941;mcz;Mawan;Mawan language;;;;;;;
3942;mda;Mada (Nigeria);Mada (Nigeria) language;;nic-bco;Benue-Congo;;;;Latn;Mada
3943;mdb;Morigi;Morigi language;;;;;;;
3944;mdc;Male;Male language;;;;;;;
3945;mdd;Mbum;Mbum language;;;;;;;
3946;mde;Bura Mabang;Bura Mabang language;;ssa;Nilo-Saharan;;;;;
3947;mdf;Moksha;Moksha language;;urj-mdv;Mordvinic;;;;Cyrl;Mordvin
3948;mdg;Massalat;Massalat language;;;;;;;
3949;mdh;Maguindanao;Maguindanao language;;phi;Philippine;;;;;
3950;mdi;Mamvu;Mamvu language;;;;;;;
3951;mdj;Mangbetu;Mangbetu language;;;;;;;
3952;mdk;Mangbutu;Mangbutu language;;;;;;;
3953;mdl;Maltese Sign Language;Maltese Sign Language;;sgn;sign;;;;;
3954;mdm;Mayogo;Mayogo language;;nic-ubg;Ubangian;;;;Latn;
3955;mdn;Mbati;Mbati language;;;;;;;
3956;mdp;Mbala;Mbala language;;;;;;;
3957;mdq;Mbole;Mbole language;;;;;;;
3958;mdr;Mandar;Mandar language;;poz-ssw;South Sulawesi;;;;Bugi;
3959;mds;Maria;Maria language;;;;;;;Maria (New Guinea),Maria (Papua New Guinea)
3960;mdt;Mbere;Mbere language;;;;;;;
3961;mdu;Mboko;Mboko language;;;;;;;
3962;mdv;Santa Lucía Monteverde Mixtec;Santa Lucía Monteverde Mixtec language;;omq-mix;Mixtecan;;;;Latn;
3963;mdw;Mbosi;Mbosi language;;;;;;;
3964;mdx;Dizin;Dizin language;;;;;;;
3965;mdy;Maale;Maale language;;;;;;;
3966;mdz;Suruí Do Pará;Suruí Do Pará language;;tup-gua;Tupi-Guarani;;;;Latn;
3967;mea;Menka;Menka language;;nic-grf;Grassfields;;;;Latn;
3968;meb;Ikobi-Mena;Ikobi-Mena language;;ngf;Trans-New Guinea;;;;Latn;Ikobi,Mena,Ikobi-Mina
3969;mec;Mara;Mara language;;;;;;;Leelawarra,Leelalwarra,Mala,Marra
3970;med;Melpa;Melpa language;;;;;;;
3971;mee;Mengen;Mengen language;;poz-ocw;Western Oceanic;;;;;
3972;mef;Megam;Megam language;;;;;;;
3973;meg;Mea;Mea language;;poz-cln;New Caledonian;;;;;
3974;meh;Southwestern Tlaxiaco Mixtec;Southwestern Tlaxiaco Mixtec language;;omq-mix;Mixtecan;;;;Latn;
3975;mei;Midob;Midob language;;nub;Nubian;;;;Latn;
3976;mej;Meyah;Meyah language;;;;;;;Mejah,Meax
3977;mek;Mekeo;Mekeo language;;poz-ocw;Western Oceanic;;;;;
3978;mel;Central Melanau;Central Melanau language;;poz-swa;North Sarawakan;;;;Latn;
3979;mem;Mangala;Mangala language;;;;;;;
3980;men;Mende;Mende language;;dmn;Mande;;;;Latn,Mend;
3981;meo;Kedah Malay;Kedah Malay language;;poz-mly;Malayic;;;;Latn;
3982;mep;Miriwung;Miriwung language;;;;;;;
3983;meq;Merey;Merey language;;cdc-cbm;Central Chadic;;;;Latn;
3984;mer;Meru;Meru language;;bnt;Bantu;;;;Latn;
3985;mes;Masmaje;Masmaje language;;;;;;;
3986;met;Mato;Mato language;;;;;;Latn;Nenaya,Nengaya,Nineia
3987;meu;Motu;Motu language;;poz-ocw;Western Oceanic;;;;Latn;Pure Motu,True Motu
3988;mev;Mano;Mano language;;dmn;Mande;;;;Latn;
3989;mew;Maaka;Maaka language;;cdc-wst;West Chadic;;;;Latn;
3990;mey;Hassaniya;Hassaniya language;;sem-arb;Arabic;;;;Arab;
3991;mez;Menominee;Menominee language;;alg;Algonquian;sortkey;;;Latn;
3992;mfa;Pattani Malay;Pattani Malay language;;poz-mly;Malayic;;;;Latn,Thai,Arab;
3993;mfb;Bangka;Bangka language;;;;;;;
3994;mfc;Mba;Mba language;;nic-ubg;Ubangian;;;;Latn;
3995;mfd;Mendankwe-Nkwen;Mendankwe-Nkwen language;;nic-bod;Bantoid;;;;Latn;
3996;mfe;Mauritian Creole;Mauritian Creole language;;crp;creole or pidgin;;;;Latn;Mauritian
3997;mff;Naki;Naki language;;nic-bco;Benue-Congo;;;;Latn;Bukwen,Mashi
3998;mfg;Mixifore;Mixifore language;;dmn;Mande;;;;;Mogofin
3999;mfh;Matal;Matal language;;cdc-cbm;Central Chadic;;;;Latn;
4000;mfi;Wandala;Wandala language;;cdc-cbm;Central Chadic;;;;Latn;Mandara
4001;mfj;Mefele;Mefele language;;;;;;;
4002;mfk;North Mofu;North Mofu language;;;;;;;
4003;mfl;Putai;Putai language;;;;;;;
4004;mfm;Marghi South;Marghi South language;;;;;;;
4005;mfn;Cross River Mbembe;Cross River Mbembe language;;nic-bco;Benue-Congo;;;;Latn;
4006;mfo;Mbe;Mbe language;;nic-bod;Bantoid;;;;Latn;
4007;mfp;Makassar Malay;Makassar Malay language;;;;;;;
4008;mfq;Moba;Moba language;;;;;;;
4009;mfr;Marrithiyel;Marrithiyel language;;;;;;;
4010;mfs;Mexican Sign Language;Mexican Sign Language;;sgn;sign;;;;;
4011;mft;Mokerang;Mokerang language;;poz-aay;Admiralty Islands;;;;;
4012;mfu;Mbwela;Mbwela language;;;;;;;
4013;mfv;Mandjak;Mandjak language;;;;;;;
4014;mfw;Mulaha;Mulaha language;;;;;;;
4015;mfx;Melo;Melo language;;omv;Omotic;;;;;
4016;mfy;Mayo;Mayo language;;azc-trc;Taracahitic;;;;Latn;
4017;mfz;Mabaan;Mabaan language;;sdv;Eastern Sudanic;;;;;
4018;mg;Malagasy;Malagasy language;;poz-bre;East Barito;;;;Latn;Betsimisaraka Malagasy,Betsimisaraka,Northern Betsimisaraka Malagasy,Northern Betsimisaraka,Southern Betsimisaraka Malagasy,Southern Betsimisaraka,Bara Malagasy,Bara,Masikoro Malagasy,Masikoro,Antankarana,Antankarana Malagasy,Plateau Malagasy,Sakalava,Tandroy Malagasy,Tandroy,Tanosy,Tanosy Malagasy,Tesaka,Tsimihety,Tsimihety Malagasy,Bushi,Shibushi,Kibushi,Sakalava
4019;mga;Middle Irish;Middle Irish language;;cel-gae;Goidelic;sortkey;autodetect;;Latn;
4020;mgb;Mararit;Mararit language;;;;;;;
4021;mgc;Morokodo;Morokodo language;;csu;Central Sudanic;;;;Latn;
4022;mgd;Moru;Moru language;;csu;Central Sudanic;;;;;
4023;mge;Mango;Mango language;;;;;;;
4024;mgf;Maklew;Maklew language;;;;;;;
4025;mgg;Mpongmpong;Mpongmpong language;;;;;;;
4026;mgh;Makhuwa-Meetto;Makhuwa-Meetto language;;bnt;Bantu;;;;Latn;
4027;mgi;Lijili;Lijili language;;;;;;;
4028;mgj;Abureni;Abureni language;;nic-bco;Benue-Congo;;;;Latn;
4029;mgk;Mawes;Mawes language;;;;;;;
4030;mgl;Maleu-Kilenge;Maleu-Kilenge language;;;;;;;
4031;mgm;Mambae;Mambae language;;plf;Central Malayo-Polynesian;;;;;
4032;mgn;Mbangi;Mbangi language;;nic-ubg;Ubangian;;;;Latn;
4033;mgo;Meta';Meta' language;;nic-bod;Bantoid;;;;Latn;
4034;mgp;Eastern Magar;Eastern Magar language;;;;;;;
4035;mgq;Malila;Malila language;;bnt;Bantu;;;;Latn;
4036;mgr;Mambwe-Lungu;Mambwe-Lungu language;;bnt;Bantu;;;;Latn;
4037;mgs;Nyasa;Nyasa language;;;;;;;Kimanda,Kinyasa,Manda
4038;mgt;Mongol;Mongol language;;paa;Papuan;;;;Latn;
4039;mgu;Mailu;Mailu language;;;;;;;
4040;mgv;Matengo;Matengo language;;bnt;Bantu;;;;Latn;
4041;mgw;Matumbi;Matumbi language;;bnt;Bantu;;;;;Matuumbi,Kimatumbi,Kimatuumbi
4042;mgy;Mbunga;Mbunga language;;;;;;;
4043;mgz;Mbugwe;Mbugwe language;;;;;;;
4044;mh;Marshallese;Marshallese language;;poz-mic;Micronesian;sortkey;;;Latn;
4045;mha;Manda;Manda language;;dra;Dravidian;;;;;
4046;mhb;Mahongwe;Mahongwe language;;;;;;;
4047;mhc;Mocho;Mocho language;;;;;;;
4048;mhd;Mbugu;Mbugu language;;qfa-mix;mixed;;;;Latn;Ma'a,Normal Mbugu,Inner Mbugu
4049;mhe;Besisi;Besisi language;;;;;;;
4050;mhf;Mamaa;Mamaa language;;ngf-fin;Finisterre;;;;Latn;
4051;mhg;Margu;Margu language;;;;;;;
4052;mhi;Ma'di;Ma'di language;;csu;Central Sudanic;;;;;
4053;mhj;Mogholi;Mogholi language;;xgn;Mongolic;;;;;Moghol
4054;mhk;Mungaka;Mungaka language;;nic-grf;Grassfields;;;;Latn;
4055;mhl;Mauwake;Mauwake language;;;;;;;
4056;mhm;Makhuwa-Moniga;Makhuwa-Moniga language;;;;;;;
4057;mhn;Mòcheno;Mòcheno language;;gmw;West Germanic;;;;Latn;
4058;mho;Mashi;Mashi language;;bnt;Bantu;;;;Latn;
4059;mhp;Balinese Malay;Balinese Malay language;;;;;;;
4060;mhq;Mandan;Mandan language;;sio;Siouan;;;;;
4061;mhs;Buru (Indonesia);Buru (Indonesia) language;;poz;Malayo-Polynesian;;;;;Buru
4062;mht;Mandahuaca;Mandahuaca language;;awd-nwk;Nawiki;;;;;Mandauaca,Mandawaka,Mandawaca,Mandauaka,Mandauáka
4063;mhu;Taraon;Taraon language;;;;;;Latn;Darang,Digaro-Mishmi,Digaro Mishmi
4064;mhw;Mbukushu;Mbukushu language;;;;;;;
4065;mhx;Lhao Vo;Lhao Vo language;;tbq-brm;Burmish;;;;;Langsu,Maru
4066;mhy;Ma'anyan;Ma'anyan language;;;;;;;
4067;mhz;Austronesian Mor;Austronesian Mor language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;Mor
4068;mi;Maori;Maori language;;poz-pol;Polynesian;;;;Latn;Māori
4069;mia;Miami;Miami language;;alg;Algonquian;;;;Latn;
4070;mib;Atatláhuca Mixtec;Atatláhuca Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4071;mic;Mi'kmaq;Mi'kmaq language;;alg;Algonquian;;;;Latn;
4072;mid;Mandaic;Mandaic language;;sem-ara;Aramaic;;;;Mand;
4073;mie;Ocotepec Mixtec;Ocotepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4074;mif;Mofu-Gudur;Mofu-Gudur language;;cdc-cbm;Central Chadic;;;;Latn;
4075;mig;San Miguel El Grande Mixtec;San Miguel El Grande Mixtec language;;omq-mix;Mixtecan;;;;Latn;Chalcatongo Mixtec
4076;mih;Chayuco Mixtec;Chayuco Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4077;mii;Chigmecatitlán Mixtec;Chigmecatitlán Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4078;mij;Mungbam;Mungbam language;;nic-bod;Bantoid;;;;Latn;Abar,Missong,Munken,Ngun
4079;mik;Mikasuki;Mikasuki language;;nai-mus;Muskogean;;;;Latn;
4080;mil;Peñoles Mixtec;Peñoles Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4081;mim;Alacatlatzala Mixtec;Alacatlatzala Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4082;min;Minangkabau;Minangkabau language;;poz-mly;Malayic;;;;Latn;
4083;mio;Pinotepa Nacional Mixtec;Pinotepa Nacional Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4084;mip;Apasco-Apoala Mixtec;Apasco-Apoala Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4085;miq;Miskito;Miskito language;;nai-min;Misumalpan;;autodetect;;Latn;Miskitu
4086;mir;Isthmus Mixe;Isthmus Mixe language;;;;;;;
4087;mit;Southern Puebla Mixtec;Southern Puebla Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4088;miu;Cacaloxtepec Mixtec;Cacaloxtepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4089;miw;Akoye;Akoye language;;ngf;Trans-New Guinea;;;;Latn;
4090;mix;Mixtepec Mixtec;Mixtepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4091;miy;Ayutla Mixtec;Ayutla Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4092;miz;Coatzospan Mixtec;Coatzospan Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4093;mjb;Makalero;Makalero language;;;;;;Latn;Maklere
4094;mjc;San Juan Colorado Mixtec;San Juan Colorado Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4095;mjd;Northwest Maidu;Northwest Maidu language;;nai-mdu;Maiduan;;;;Latn;
4096;mje;Muskum;Muskum language;;;;;;;
4097;mjg;Monguor;Monguor language;;xgn;Mongolic;;;;Latn;
4098;mjh;Nyanza;Nyanza language;;;;;;;Kinyasa,Mwera,Nyasa
4099;mji;Kim Mun;Kim Mun language;;hmx-mie;Mien;;;;;
4100;mjj;Mawak;Mawak language;;;;;;;
4101;mjk;Matukar;Matukar language;;poz-ocw;Western Oceanic;;;;;
4102;mjl;Mandeali;Mandeali language;;;;;;;
4103;mjm;Medebur;Medebur language;;poz-ocw;Western Oceanic;;;;;
4104;mjn;Mebu;Mebu language;;ngf-fin;Finisterre;;;;;Ma
4105;mjo;Malankuravan;Malankuravan language;;dra;Dravidian;;;;;
4106;mjp;Malapandaram;Malapandaram language;;dra;Dravidian;;;;;
4107;mjq;Malaryan;Malaryan language;;dra;Dravidian;;;;;
4108;mjr;Malavedan;Malavedan language;;dra;Dravidian;;;;;
4109;mjs;Miship;Miship language;;cdc-wst;West Chadic;;;;Latn;Chip
4110;mjt;Sawriya Paharia;Sawriya Paharia language;;dra;Dravidian;;;;Beng,Deva;Sauria Paharia,Sawriya,Sawriya Pahariya,Sawriya Malto,Malto, Malti,Maltu,Maler
4111;mju;Manna-Dora;Manna-Dora language;;dra;Dravidian;;;;;
4112;mjv;Mannan;Mannan language;;dra;Dravidian;;;;;
4113;mjw;Karbi;Karbi language;;tbq;Tibeto-Burman;;;;Latn;Arleng,Mikir
4114;mjx;Mahali;Mahali language;;mun;Munda;;;;;
4115;mjy;Mahican;Mahican language;;alg;Algonquian;;;;Latn;
4116;mjz;Majhi;Majhi language;;inc;Indo-Aryan;;;;;
4117;mk;Macedonian;Macedonian language;;zls;South Slavic;;autodetect;;Cyrl;
4118;mka;Mbre;Mbre language;;;;;;;
4119;mkb;Mal Paharia;Mal Paharia language;;;;;;;
4120;mkc;Siliput;Siliput language;;qfa-tor;Torricelli;;;;Latn;
4121;mke;Mawchi;Mawchi language;;;;;;;
4122;mkf;Miya;Miya language;;cdc-wst;West Chadic;;;;Latn;
4123;mkg;Mak (China);Mak (China) language;;qfa-tak;Tai-Kadai;;;;;Mak
4124;mkh-mkm;Middle Khmer;Middle Khmer language;;mkh;Mon-Khmer;;;exceptional;Latn,Khmr;
