"roa-opt__ee_door" "lat__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_cordoglio" "lat__ee_cordolium" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"oci__ee_dolor" "pro__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_dolor" "pro__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_douleur" "fro__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"__ee_dolor" "fro__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"__ee_dolour" "fro__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_dolor" "pro__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_dolerous" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fur__ee_dolorôs" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"frm__ee_douloureux" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_doloroso" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_doloroso" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_douloureux" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_doloroso" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_dolorós" "la-lat__ee_dolōrōsus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_dor" "roa-opt__ee_door" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_doloroza" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_dolorigar" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_doloriganta" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_dolorous" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_dolora" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_doloranta" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_dolorozo" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_dolorar" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_dolorigar" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ido__ee_painfulness" "ido__ee_doloro" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_dolor_de_cabeza" "spa__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_dolor_de_estómago" "spa__ee_dolor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"mul__ee_exceptio_doli" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_duelo" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_dolo" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_dol" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roa-opt__ee_doo" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"lat__ee_subdolus" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fur__ee_dûl" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_duolo" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"rup__ee_dor" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_duel" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_dor" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"mul__ee_exceptio_doli_generalis" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_duel" "lat__ee_dolus" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"glg__ee_dor" "roa-opt__ee_door" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"pro__ee_dolen" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_dolente" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"lat__ee_indolentem" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_dolent" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roa-opt__ee_doente" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_dolent" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_dolent" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_doléance" "lat__ee_dolēns" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_indolente" "lat__ee_indolentem" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_doente" "roa-opt__ee_doente" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"__ee_dolent" "fro__ee_dolent" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"frm__ee_dolent" "fro__ee_dolent" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_dolent" "fro__ee_dolent" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_cahier_de_doléance" "fra__ee_doléance" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"rup__ee_dureari" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"srd__ee_dòliri" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"dlm__ee_dolar" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roh__ee_dolair" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roa-opt__ee_doo" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_dó" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"oci__ee_dòler" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_duolo" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_doler" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fur__ee_dûl" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_deuil" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_doloir" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_douloir" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_duelo" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_doer" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_doído" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_dolere" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"lat__ee_dolor" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_dor" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_dori" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_doler" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_dol" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"scn__ee_dòliri" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_dó" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"por__ee_dolo" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"spa__ee_dolo" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"oci__ee_dòlre" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ita__ee_dolo" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"__ee_dolorous" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roh__ee_duler" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_durere" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_îndurera" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_dureros" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fur__ee_dulî" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fur__ee_duliôs" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fur__ee_dulie" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"vec__ee_dolér" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_dol" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"cat__ee_doldre" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"vec__ee_giołér" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"vec__ee_giolér" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"srd__ee_dòlere" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roh__ee_dular" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_douloir" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fro__ee_duel" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"frm__ee_dueil" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"nrf__ee_deu" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"fra__ee_deuil" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_durea" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_durere" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"srd__ee_doli" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roh__ee_duleir" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"vec__ee_diol" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ast__ee_doler" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"roh__ee_dulair" "rup__ee_dor" "lat__ee_doleo" "itc-pro__ee__doleō" "ine-pro__ee__dolh1éyeti"
"ron__ee_doliu" "ita__ee_cordoglio" "lat__ee_cordolium" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fro__ee_duel" "ita__ee_cordoglio" "lat__ee_cordolium" "lat__ee_dolor" "itc-ola__ee__dolōs"
"frm__ee_dueil" "ita__ee_cordoglio" "lat__ee_cordolium" "lat__ee_dolor" "itc-ola__ee__dolōs"
"nrf__ee_deu" "ita__ee_cordoglio" "lat__ee_cordolium" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_deuil" "ita__ee_cordoglio" "lat__ee_cordolium" "lat__ee_dolor" "itc-ola__ee__dolōs"
"cat__ee_Dolors" "cat__ee_dolor" "pro__ee_dolor" "lat__ee_dolor" "itc-ola__ee__dolōs"
"cat__ee_dolor_reumàtic" "cat__ee_dolor" "pro__ee_dolor" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_douloureux" "fra__ee_douleur" "fro__ee_dolor" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_douloureux" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"oci__ee_dolorós" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"vec__ee_doloros" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"spa__ee_doloroso" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"spa__ee_dolorosamente" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"nld__ee_douloureus" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"__ee_dolorous" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"__ee_dolorose" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"srd__ee_dulurosu" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ron__ee_dururos" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"nld__ee_doloreus" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"por__ee_doloroso" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fro__ee_dolerous" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"vec__ee_dołoroxo" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fur__ee_dolorôs" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"roa-opt__ee_dooroso" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"scn__ee_dulurusu" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"cat__ee_dolorós" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"cat__ee_dolorosament" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"srd__ee_dururosu" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"srd__ee_dolorosu" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ita__ee_doloroso" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ita__ee_dolorosità" "ast__ee_dolorosu" "lat__ee_dolorosus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_douleur" "__ee_dolor" "fro__ee_dolor" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_endolori" "__ee_dolor" "fro__ee_dolor" "lat__ee_dolor" "itc-ola__ee__dolōs"
"oci__ee_dolor" "cat__ee_dolor" "pro__ee_dolor" "lat__ee_dolor" "itc-ola__ee__dolōs"
"__ee_dolorous" "fro__ee_dolerous" "la-lat__ee_dolōrōsus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"kea__ee_dór" "por__ee_dor" "roa-opt__ee_door" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ido__ee_dolorigar" "ido__ee_dolorar" "ido__ee_doloro" "lat__ee_dolor" "itc-ola__ee__dolōs"
"por__ee_dó" "roa-opt__ee_doo" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ita__ee_subdolo" "lat__ee_subdolus" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ita__ee_subdolamente" "lat__ee_subdolus" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_deuil" "fro__ee_duel" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ron__ee_dori" "ron__ee_dor" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ron__ee_dorință" "ron__ee_dor" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"frm__ee_dueil" "fro__ee_duel" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"nrf__ee_deu" "fro__ee_duel" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_deuil" "fro__ee_duel" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"nrf__ee_deu" "fro__ee_duel" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"fra__ee_deuil" "fro__ee_duel" "lat__ee_dolus" "lat__ee_dolor" "itc-ola__ee__dolōs"
"por__ee_dor" "glg__ee_dor" "roa-opt__ee_door" "lat__ee_dolor" "itc-ola__ee__dolōs"
"por__ee_dorzinha" "glg__ee_dor" "roa-opt__ee_door" "lat__ee_dolor" "itc-ola__ee__dolōs"
"ita__ee_dolorimetria" "ita__ee_dolore" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"por__ee_dorzinha" "por__ee_dor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"kea__ee_dór" "por__ee_dor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"por__ee_dor" "glg__ee_dor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"por__ee_dorzinha" "glg__ee_dor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"oci__ee_dolor" "cat__ee_dolor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"epo__ee_oreldoloro" "epo__ee_doloro" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"epo__ee_doloriga" "epo__ee_doloro" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"epo__ee_dolori" "epo__ee_doloro" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"epo__ee_dolorigi" "epo__ee_dolori" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"ido__ee_dolorar" "epo__ee_dolori" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"ido__ee_dolorigar" "epo__ee_dolori" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"fra__ee_douleur" "__ee_dolor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"fra__ee_endolori" "__ee_dolor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"fra__ee_endolori" "fra__ee_douleur" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"ido__ee_dolorar" "ido__ee_doloro" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"ido__ee_dolorigar" "ido__ee_dolorar" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"por__ee_dor" "roa-opt__ee_door" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
"kea__ee_dór" "por__ee_dor" "ast__ee_dolor" "lat__ee_dolor" "itc-pro__ee__dolōs"
